Price Date,Unnamed: 0,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),temperature_C,rainfall_mm
2023-11-25,1142.0,1267.0,3267.0,1933.0,17.81,0.0
2023-11-26,1142.0,1033.0,3133.0,1867.0,16.35,0.0
2023-11-27,1143.0,800.0,3000.0,1800.0,16.8,6.88
2023-11-28,1144.0,1000.0,4500.0,2000.0,18.87,2.51
2023-11-29,1145.0,800.0,3000.0,1800.0,20.14,0.99
2023-11-30,1146.0,1000.0,3400.0,2000.0,20.65,7.27
2023-12-01,1147.0,1000.0,3600.0,1900.0,19.87,5.27
2023-12-02,1148.0,1000.0,3500.0,1800.0,20.53,0.76
2023-12-03,1149.0,1000.0,3600.0,2000.0,21.02,0.21
2023-12-04,1150.0,1000.0,4000.0,2200.0,20.88,0.11
2023-12-05,1151.0,1000.0,3800.0,2400.0,19.72,0.01
2023-12-06,1152.0,1000.0,4000.0,2300.0,19.12,0.12
2023-12-07,1153.0,1000.0,3600.0,2000.0,18.71,0.22
2023-12-08,1154.0,1000.0,3800.0,2200.0,19.47,0.0
2023-12-09,1155.0,1000.0,3800.0,2200.0,18.63,0.0
2023-12-10,1156.0,1200.0,3800.0,2500.0,17.61,0.0
2023-12-11,1157.0,1000.0,3500.0,2000.0,17.7,0.0
2023-12-12,1158.0,1000.0,3000.0,2000.0,17.51,0.0
2023-12-13,1159.0,600.0,2000.0,1200.0,16.82,0.0
2023-12-14,1160.0,600.0,1500.0,1000.0,16.36,0.0
2023-12-15,1161.0,600.0,1500.0,1000.0,16.58,0.0
2023-12-16,1162.0,500.0,1500.0,1000.0,17.03,0.0
2023-12-17,1163.0,500.0,1500.0,1000.0,16.77,0.0
2023-12-18,1164.0,500.0,1500.0,1000.0,15.47,0.0
2023-12-19,1165.0,400.0,1500.0,800.0,15.18,0.0
2023-12-20,1166.0,400.0,1500.0,1000.0,13.79,0.0
2023-12-21,1166.0,750.0,1742.0,1250.0,14.39,0.0
2023-12-22,1166.0,1100.0,1984.0,1500.0,14.8,0.0
2023-12-23,1166.0,1450.0,2226.0,1750.0,17.87,0.0
2023-12-24,1166.0,1800.0,2467.0,2000.0,17.48,0.0
2023-12-25,1166.0,2150.0,2709.0,2250.0,17.68,0.0
2023-12-26,1167.0,2500.0,2951.0,2500.0,17.71,0.0
2023-12-27,1167.0,2469.0,2892.0,2469.0,17.54,0.0
2023-12-28,1167.0,2438.0,2832.0,2438.0,17.47,0.0
2023-12-29,1167.0,2406.0,2773.0,2406.0,17.41,0.0
2023-12-30,1167.0,2375.0,2713.0,2375.0,17.85,0.0
2023-12-31,1167.0,2344.0,2654.0,2344.0,18.63,0.0
2024-01-01,1167.0,2312.0,2594.0,2312.0,18.87,0.0
2024-01-02,1167.0,2281.0,2535.0,2281.0,18.78,0.0
2024-01-03,1167.0,2250.0,2476.0,2250.0,19.05,0.13
2024-01-04,1167.0,2219.0,2416.0,2219.0,18.91,6.66
2024-01-05,1167.0,2188.0,2357.0,2188.0,18.14,5.46
2024-01-06,1167.0,2156.0,2297.0,2156.0,17.23,0.22
2024-01-07,1167.0,2125.0,2238.0,2125.0,17.19,0.07
2024-01-08,1167.0,2094.0,2178.0,2094.0,18.75,0.05
2024-01-09,1167.0,2062.0,2119.0,2062.0,19.38,0.0
2024-01-10,1167.0,2031.0,2059.0,2031.0,18.02,0.0
2024-01-11,1168.0,2000.0,2000.0,2000.0,18.11,0.0
2024-01-12,1168.0,1880.0,1880.0,1880.0,18.5,0.0
2024-01-13,1168.0,1760.0,1760.0,1760.0,19.91,0.0
2024-01-14,1168.0,1640.0,1640.0,1640.0,18.43,0.0
2024-01-15,1169.0,1520.0,1520.0,1520.0,16.38,0.0
2024-01-16,1170.0,1310.0,1310.0,1310.0,16.22,0.0
2024-01-17,1170.0,1270.0,1312.0,1270.0,16.9,0.0
2024-01-18,1170.0,1230.0,1315.0,1230.0,15.15,0.0
2024-01-19,1170.0,1190.0,1318.0,1190.0,14.72,0.0
2024-01-20,1171.0,1150.0,1320.0,1150.0,15.48,0.0
2024-01-21,1171.0,1140.0,1291.0,1140.0,14.22,0.44
2024-01-22,1171.0,1130.0,1262.0,1130.0,14.05,0.0
2024-01-23,1171.0,1120.0,1233.0,1120.0,13.76,0.0
2024-01-24,1171.0,1110.0,1204.0,1110.0,13.72,0.0
2024-01-25,1171.0,1100.0,1176.0,1100.0,14.64,0.0
2024-01-26,1171.0,1090.0,1147.0,1090.0,16.08,0.0
2024-01-27,1171.0,1080.0,1118.0,1080.0,18.21,0.0
2024-01-28,1171.0,1070.0,1089.0,1070.0,19.18,0.0
2024-01-29,1172.0,1060.0,1060.0,1060.0,19.41,0.0
2024-01-30,1172.0,1055.0,1055.0,1055.0,18.5,0.0
2024-01-31,1172.0,1050.0,1050.0,1050.0,18.74,0.0
2024-02-01,1172.0,1045.0,1045.0,1045.0,19.48,0.0
2024-02-02,1172.0,1040.0,1040.0,1040.0,19.4,0.0
2024-02-03,1172.0,1035.0,1035.0,1035.0,20.2,0.0
2024-02-04,1172.0,1030.0,1030.0,1030.0,22.66,0.12
2024-02-05,1172.0,1025.0,1025.0,1025.0,22.0,0.06
2024-02-06,1172.0,1020.0,1020.0,1020.0,20.72,0.0
2024-02-07,1172.0,1015.0,1015.0,1015.0,20.04,0.0
2024-02-08,1172.0,1010.0,1010.0,1010.0,17.31,0.0
2024-02-09,1172.0,1005.0,1005.0,1005.0,17.04,0.0
2024-02-10,1173.0,1000.0,1000.0,1000.0,17.98,0.0
2024-02-11,1173.0,1009.0,1009.0,1009.0,19.54,0.13
2024-02-12,1173.0,1018.0,1018.0,1018.0,21.01,0.01
2024-02-13,1173.0,1027.0,1027.0,1027.0,22.09,0.0
2024-02-14,1173.0,1036.0,1036.0,1036.0,20.88,0.0
2024-02-15,1173.0,1045.0,1045.0,1045.0,20.56,0.0
2024-02-16,1173.0,1055.0,1055.0,1055.0,21.99,0.0
2024-02-17,1173.0,1064.0,1064.0,1064.0,21.93,0.0
2024-02-18,1173.0,1073.0,1073.0,1073.0,23.26,0.0
2024-02-19,1173.0,1082.0,1082.0,1082.0,24.31,0.0
2024-02-20,1173.0,1091.0,1091.0,1091.0,23.98,0.0
2024-02-21,1174.0,1100.0,1100.0,1100.0,23.59,0.0
2024-02-22,1174.0,1101.0,1101.0,1101.0,21.68,0.02
2024-02-23,1174.0,1102.0,1102.0,1102.0,20.72,0.03
2024-02-24,1174.0,1103.0,1103.0,1103.0,21.1,0.0
2024-02-25,1174.0,1104.0,1104.0,1104.0,19.8,0.0
2024-02-26,1175.0,1105.0,1105.0,1105.0,20.68,0.01
2024-02-27,1175.0,1028.0,1028.0,1028.0,22.67,7.0
2024-02-28,1176.0,950.0,950.0,950.0,22.5,0.0
2024-02-29,1176.0,955.0,959.0,959.0,22.95,0.0
2024-03-01,1176.0,961.0,969.0,969.0,25.2,0.0
2024-03-02,1176.0,966.0,978.0,978.0,24.29,4.14
2024-03-03,1176.0,971.0,988.0,988.0,21.8,0.89
2024-03-04,1176.0,976.0,997.0,997.0,17.5,0.0
2024-03-05,1176.0,982.0,1006.0,1006.0,19.29,0.0
2024-03-06,1176.0,987.0,1016.0,1016.0,20.79,0.0
2024-03-07,1176.0,992.0,1025.0,1025.0,21.35,0.0
2024-03-08,1176.0,998.0,1035.0,1035.0,21.74,0.0
2024-03-09,1176.0,1003.0,1044.0,1044.0,22.47,0.0
2024-03-10,1176.0,1008.0,1054.0,1054.0,24.46,0.0
2024-03-11,1176.0,1014.0,1063.0,1063.0,25.55,0.0
2024-03-12,1176.0,1019.0,1072.0,1072.0,26.19,0.0
2024-03-13,1176.0,1024.0,1082.0,1082.0,25.71,0.0
2024-03-14,1176.0,1029.0,1091.0,1091.0,24.63,0.0
2024-03-15,1176.0,1035.0,1101.0,1101.0,24.94,0.0
2024-03-16,1177.0,1040.0,1110.0,1110.0,25.2,0.0
2024-03-17,1177.0,1027.0,1095.0,1095.0,26.36,0.01
2024-03-18,1177.0,1014.0,1080.0,1080.0,27.13,0.0
2024-03-19,1177.0,1001.0,1065.0,1065.0,26.0,0.0
2024-03-20,1177.0,988.0,1050.0,1050.0,25.42,0.0
2024-03-21,1178.0,975.0,1035.0,1035.0,25.01,0.0
2024-03-22,1178.0,976.0,1033.0,1033.0,27.05,0.0
2024-03-23,1178.0,977.0,1032.0,1032.0,28.25,0.0
2024-03-24,1178.0,978.0,1030.0,1030.0,28.45,0.0
2024-03-25,1178.0,978.0,1028.0,1028.0,29.06,0.0
2024-03-26,1178.0,979.0,1027.0,1027.0,29.45,0.0
2024-03-27,1178.0,980.0,1025.0,1025.0,30.81,0.0
2024-03-28,1178.0,981.0,1023.0,1023.0,32.22,0.0
2024-03-29,1178.0,982.0,1022.0,1022.0,32.32,1.18
2024-03-30,1178.0,982.0,1020.0,1020.0,29.77,0.05
2024-03-31,1178.0,983.0,1018.0,1018.0,29.64,0.0
2024-04-01,1178.0,984.0,1017.0,1017.0,29.15,0.0
2024-04-02,1179.0,985.0,1015.0,1015.0,30.11,0.0
2024-04-03,1180.0,1200.0,1200.0,1200.0,31.25,0.0
2024-04-04,1180.0,1150.0,1150.0,1150.0,29.14,0.0
2024-04-05,1181.0,1100.0,1100.0,1100.0,30.91,0.0
2024-04-06,1181.0,1086.0,1086.0,1086.0,29.97,0.0
2024-04-07,1181.0,1072.0,1072.0,1072.0,28.6,0.91
2024-04-08,1181.0,1059.0,1059.0,1059.0,29.96,0.03
2024-04-09,1182.0,1045.0,1045.0,1045.0,30.56,3.78
2024-04-10,1182.0,1049.0,1114.0,1114.0,27.59,9.84
2024-04-11,1182.0,1054.0,1184.0,1184.0,26.57,3.89
2024-04-12,1182.0,1058.0,1253.0,1253.0,26.97,2.8
2024-04-13,1182.0,1062.0,1322.0,1322.0,26.32,20.98
2024-04-14,1182.0,1066.0,1392.0,1392.0,28.06,1.37
2024-04-15,1182.0,1070.0,1461.0,1461.0,29.92,0.0
2024-04-16,1182.0,1075.0,1531.0,1531.0,30.85,0.24
2024-04-17,1183.0,1079.0,1600.0,1600.0,30.33,0.0
2024-04-18,1184.0,1000.0,1620.0,1620.0,30.35,0.0
2024-04-19,1185.0,1200.0,1500.0,1500.0,30.95,0.0
2024-04-20,1185.0,1033.0,1567.0,1433.0,30.58,0.0
2024-04-21,1185.0,867.0,1633.0,1367.0,28.13,1.09
2024-04-22,1186.0,700.0,1700.0,1300.0,28.97,0.2
2024-04-23,1187.0,1170.0,1520.0,1520.0,30.1,0.0
2024-04-24,1188.0,923.0,1500.0,1500.0,31.3,0.03
2024-04-25,1189.0,965.0,1400.0,1000.0,33.3,0.0
2024-04-26,1190.0,900.0,1300.0,1300.0,32.01,0.21
2024-04-27,1191.0,785.0,1300.0,1300.0,30.29,0.0
2024-04-28,1192.0,885.0,905.0,905.0,32.61,0.0
2024-04-29,1192.0,868.0,1110.0,1020.0,33.13,0.0
2024-04-30,1192.0,852.0,1315.0,1135.0,32.46,0.0
2024-05-01,1193.0,835.0,1520.0,1250.0,30.52,0.0
2024-05-02,1194.0,840.0,1300.0,1250.0,29.39,0.0
2024-05-03,1194.0,832.0,1192.0,1158.0,32.11,0.0
2024-05-04,1194.0,823.0,1083.0,1067.0,33.26,0.0
2024-05-05,1195.0,815.0,975.0,975.0,33.19,0.0
2024-05-06,1195.0,931.0,1338.0,1262.0,33.74,0.0
2024-05-07,1196.0,1047.0,1700.0,1550.0,35.86,0.0
2024-05-08,1197.0,653.0,1618.0,970.0,35.6,0.0
2024-05-09,1197.0,782.0,1564.0,1240.0,35.45,0.05
2024-05-10,1198.0,910.0,1510.0,1510.0,35.63,0.5
2024-05-11,1199.0,650.0,1700.0,1150.0,36.1,0.0
2024-05-12,1199.0,708.0,1594.0,1225.0,35.68,0.0
2024-05-13,1200.0,765.0,1487.0,1300.0,34.35,1.36
2024-05-14,1200.0,808.0,1494.0,1325.0,34.12,1.06
2024-05-15,1201.0,850.0,1500.0,1350.0,33.23,1.85
2024-05-16,1202.0,944.0,1440.0,1360.0,33.86,0.0
2024-05-17,1203.0,938.0,1570.0,1300.0,33.71,1.19
2024-05-18,1204.0,900.0,1510.0,1300.0,34.69,0.7
2024-05-19,1204.0,838.0,1523.0,1333.0,36.18,0.0
2024-05-20,1204.0,777.0,1537.0,1367.0,36.17,1.72
2024-05-21,1205.0,715.0,1550.0,1400.0,36.51,1.28
2024-05-22,1206.0,955.0,1350.0,1300.0,36.72,0.0
2024-05-23,1207.0,1010.0,1400.0,1400.0,37.82,0.0
2024-05-24,1207.0,982.0,1430.0,1370.0,36.85,0.0
2024-05-25,1207.0,954.0,1460.0,1340.0,36.51,0.0
2024-05-26,1207.0,926.0,1490.0,1310.0,37.93,0.0
2024-05-27,1207.0,898.0,1520.0,1280.0,38.49,0.0
2024-05-28,1208.0,870.0,1550.0,1250.0,38.32,0.0
2024-05-29,1209.0,850.0,1659.0,1300.0,37.13,0.0
2024-05-30,1210.0,1187.0,1609.0,1500.0,36.42,0.0
2024-05-31,1210.0,1141.0,1643.0,1588.0,37.04,0.01
2024-06-01,1211.0,1095.0,1677.0,1677.0,37.25,0.03
2024-06-02,1212.0,1210.0,1210.0,1210.0,34.11,0.0
2024-06-03,1212.0,1205.0,1480.0,1480.0,36.27,0.02
2024-06-04,1213.0,1200.0,1750.0,1750.0,36.53,1.42
2024-06-05,1213.0,1146.0,1900.0,1888.0,34.96,0.31
2024-06-06,1213.0,1092.0,2050.0,2025.0,37.13,0.01
2024-06-07,1213.0,1039.0,2200.0,2162.0,38.09,0.04
2024-06-08,1214.0,985.0,2350.0,2300.0,36.77,0.11
2024-06-09,1215.0,895.0,1045.0,1045.0,36.0,0.04
2024-06-10,1215.0,1024.0,1294.0,1284.0,34.62,0.86
2024-06-11,1215.0,1152.0,1544.0,1522.0,36.43,0.21
2024-06-12,1215.0,1281.0,1794.0,1761.0,36.16,0.05
2024-06-13,1216.0,1410.0,2043.0,2000.0,35.22,0.03
2024-06-14,1217.0,1435.0,2221.0,1900.0,34.98,0.07
2024-06-15,1218.0,1513.0,2275.0,2275.0,35.55,1.44
2024-06-16,1218.0,1686.0,2345.0,2345.0,35.74,10.68
2024-06-17,1218.0,1859.0,2416.0,2416.0,33.89,1.68
2024-06-18,1219.0,2032.0,2486.0,2486.0,33.1,8.28
2024-06-19,1219.0,2073.0,2572.0,2572.0,30.39,20.74
2024-06-20,1219.0,2114.0,2657.0,2657.0,31.32,10.56
2024-06-21,1219.0,2154.0,2743.0,2743.0,27.75,17.6
2024-06-22,1219.0,2195.0,2829.0,2829.0,30.21,4.79
2024-06-23,1219.0,2236.0,2914.0,2914.0,30.3,15.34
2024-06-24,1220.0,2277.0,3000.0,3000.0,30.55,4.82
2024-06-25,1220.0,2208.0,2888.0,2888.0,30.47,6.98
2024-06-26,1220.0,2138.0,2775.0,2775.0,30.49,12.26
2024-06-27,1220.0,2069.0,2662.0,2662.0,30.22,5.54
2024-06-28,1221.0,2000.0,2550.0,2550.0,29.89,10.55
2024-06-29,1222.0,2000.0,2660.0,2300.0,27.85,13.62
2024-06-30,1222.0,2000.0,2747.0,2400.0,27.15,18.78
2024-07-01,1222.0,2000.0,2833.0,2500.0,26.46,21.5
2024-07-02,1223.0,2000.0,2920.0,2600.0,27.35,3.05
2024-07-03,1224.0,2100.0,2800.0,2650.0,27.87,7.64
2024-07-04,1225.0,1575.0,3100.0,2700.0,27.64,9.83
2024-07-05,1226.0,2020.0,2800.0,2800.0,26.86,22.13
2024-07-06,1227.0,1550.0,2750.0,2500.0,26.59,4.17
2024-07-07,1227.0,1562.0,2700.0,2500.0,27.9,9.87
2024-07-08,1227.0,1573.0,2650.0,2500.0,28.92,3.9
2024-07-09,1228.0,1585.0,2600.0,2500.0,29.4,3.66
2024-07-10,1228.0,1802.0,2750.0,2700.0,28.77,2.27
2024-07-11,1229.0,2020.0,2900.0,2900.0,27.49,6.05
2024-07-12,1229.0,2065.0,2975.0,2775.0,27.83,6.3
2024-07-13,1230.0,2110.0,3050.0,2650.0,28.11,15.14
2024-07-14,1231.0,1585.0,1625.0,1625.0,28.79,13.87
2024-07-15,1232.0,1975.0,2900.0,2600.0,29.01,5.78
2024-07-16,1233.0,1528.0,2850.0,2500.0,28.94,9.23
2024-07-17,1234.0,2104.0,2600.0,2200.0,28.77,14.59
2024-07-18,1235.0,2000.0,2800.0,2200.0,29.02,16.96
2024-07-19,1236.0,1100.0,2700.0,2400.0,28.97,12.83
2024-07-20,1237.0,1500.0,2650.0,2650.0,27.55,30.18
2024-07-21,1237.0,1905.0,2630.0,2480.0,28.49,15.15
2024-07-22,1238.0,2310.0,2610.0,2310.0,28.81,43.13
2024-07-23,1239.0,1550.0,2500.0,2500.0,26.64,72.58
2024-07-24,1239.0,1555.0,2550.0,2550.0,26.8,20.43
2024-07-25,1240.0,1560.0,2600.0,2600.0,26.25,24.25
2024-07-26,1241.0,1550.0,2410.0,2400.0,25.75,41.47
2024-07-27,1242.0,1800.0,2500.0,2500.0,26.6,49.57
2024-07-28,1242.0,2218.0,2632.0,2632.0,27.48,15.79
2024-07-29,1243.0,2635.0,2765.0,2765.0,27.73,2.43
2024-07-30,1244.0,1575.0,2600.0,2600.0,25.77,0.14
2024-07-31,1245.0,1580.0,3000.0,3000.0,26.65,16.52
2024-08-01,1246.0,1570.0,2600.0,2600.0,25.83,35.42
2024-08-02,1247.0,2300.0,2500.0,2500.0,26.11,64.7
2024-08-03,1248.0,2470.0,2600.0,2600.0,25.64,42.29
2024-08-04,1248.0,2022.0,2125.0,2125.0,25.57,43.52
2024-08-05,1249.0,1575.0,1650.0,1650.0,25.88,2.47
2024-08-06,1250.0,2000.0,2950.0,2600.0,25.83,0.63
2024-08-07,1251.0,1580.0,2900.0,2900.0,25.46,2.27
2024-08-08,1252.0,1710.0,3010.0,3010.0,25.16,8.85
2024-08-09,1253.0,1711.0,3100.0,2700.0,25.45,3.31
2024-08-10,1254.0,2350.0,3200.0,3010.0,25.64,10.85
2024-08-11,1254.0,2150.0,3155.0,3005.0,25.83,8.89
2024-08-12,1255.0,1950.0,3110.0,3000.0,25.37,9.06
2024-08-13,1256.0,1950.0,3600.0,3200.0,26.66,0.85
2024-08-14,1257.0,2015.0,3200.0,3200.0,26.53,15.21
2024-08-15,1257.0,1978.0,3250.0,3100.0,25.72,8.84
2024-08-16,1258.0,1940.0,3300.0,3000.0,26.47,3.19
2024-08-17,1259.0,1953.0,3100.0,2900.0,26.44,1.09
2024-08-18,1259.0,1948.0,3150.0,2990.0,26.9,0.87
2024-08-19,1259.0,1944.0,3200.0,3080.0,27.25,1.1
2024-08-20,1259.0,1939.0,3250.0,3170.0,27.68,18.64
2024-08-21,1259.0,1935.0,3300.0,3260.0,26.78,7.9
2024-08-22,1260.0,1930.0,3350.0,3350.0,26.8,14.03
2024-08-23,1261.0,2540.0,3600.0,3400.0,26.53,18.16
2024-08-24,1262.0,1950.0,3530.0,3510.0,26.41,50.49
2024-08-25,1262.0,2825.0,3615.0,3605.0,26.14,32.02
2024-08-26,1263.0,3700.0,3700.0,3700.0,24.18,4.18
2024-08-27,1264.0,1960.0,3650.0,3600.0,25.01,0.52
2024-08-28,1265.0,1925.0,3600.0,3300.0,25.48,0.29
2024-08-29,1266.0,1700.0,3200.0,3000.0,24.18,7.35
2024-08-30,1267.0,2610.0,3200.0,3000.0,26.34,6.0
2024-08-31,1268.0,2900.0,2900.0,2900.0,26.52,8.64
2024-09-01,1268.0,2450.0,3160.0,3160.0,26.81,9.82
2024-09-02,1269.0,2000.0,3420.0,3420.0,27.01,4.45
2024-09-03,1270.0,2495.0,3675.0,3000.0,26.66,1.34
2024-09-04,1271.0,2050.0,3700.0,3500.0,26.7,2.15
2024-09-05,1272.0,2000.0,3600.0,3300.0,25.37,17.54
2024-09-06,1273.0,2350.0,3700.0,2600.0,26.42,6.43
2024-09-07,1274.0,3050.0,3520.0,3520.0,25.86,2.7
2024-09-08,1274.0,2530.0,3390.0,3390.0,26.23,2.12
2024-09-09,1275.0,2011.0,3260.0,3260.0,26.76,3.69
2024-09-10,1276.0,2933.0,3350.0,3350.0,26.8,46.48
2024-09-11,1277.0,2000.0,3320.0,3000.0,25.59,54.92
2024-09-12,1278.0,2011.0,3450.0,3450.0,24.97,11.08
2024-09-13,1279.0,2550.0,3800.0,3800.0,24.83,0.49
2024-09-14,1280.0,2500.0,3900.0,3800.0,23.95,0.07
2024-09-15,1280.0,2262.0,4150.0,3900.0,24.1,0.09
2024-09-16,1281.0,2025.0,4400.0,4000.0,24.34,1.01
2024-09-17,1282.0,2012.0,4310.0,4310.0,24.37,10.71
2024-09-18,1283.0,3610.0,3947.0,3800.0,23.86,6.35
2024-09-19,1284.0,2720.0,4000.0,4000.0,25.03,0.18
2024-09-20,1284.0,2368.0,4100.0,3850.0,25.67,0.46
2024-09-21,1285.0,2015.0,4200.0,3700.0,26.67,0.4
2024-09-22,1285.0,2028.0,4115.0,3850.0,27.04,0.06
2024-09-23,1286.0,2040.0,4030.0,4000.0,27.11,0.16
2024-09-24,1287.0,2500.0,4200.0,4200.0,27.38,0.11
2024-09-25,1288.0,2100.0,4000.0,3700.0,26.73,2.89
2024-09-26,1289.0,2500.0,3922.0,3922.0,25.93,3.54
2024-09-27,1290.0,2816.0,3557.0,3557.0,25.93,9.9
2024-09-28,1291.0,2595.0,2615.0,2615.0,25.5,25.02
2024-09-29,1291.0,2472.0,3082.0,3058.0,26.33,1.13
2024-09-30,1292.0,2350.0,3550.0,3500.0,26.07,0.21
2024-10-01,1293.0,1780.0,3400.0,3400.0,26.3,0.0
2024-10-02,1294.0,3247.0,3715.0,3715.0,26.74,0.0
2024-10-03,1295.0,2800.0,3300.0,3300.0,26.35,0.0
2024-10-04,1295.0,2302.0,3250.0,3250.0,25.67,0.0
2024-10-05,1295.0,1803.0,3200.0,3200.0,25.97,0.0
2024-10-06,1296.0,1305.0,3150.0,3150.0,25.66,0.0
2024-10-07,1297.0,2880.0,2890.0,2890.0,24.76,0.33
2024-10-08,1297.0,1902.0,2938.0,2938.0,24.81,0.24
2024-10-09,1298.0,923.0,2987.0,2987.0,25.21,0.24
2024-10-10,1299.0,2500.0,2500.0,2500.0,24.54,0.25
2024-10-11,1299.0,2550.0,2570.0,2570.0,23.97,2.25
2024-10-12,1299.0,2600.0,2640.0,2640.0,24.04,1.53
2024-10-13,1299.0,2650.0,2710.0,2710.0,24.77,5.4
2024-10-14,1300.0,2700.0,2780.0,2780.0,24.76,7.11
2024-10-15,1301.0,3106.0,3632.0,3500.0,25.04,0.62
2024-10-16,1302.0,2800.0,3700.0,3500.0,24.18,0.0
2024-10-17,1303.0,2300.0,2300.0,2300.0,23.28,0.0
2024-10-18,1303.0,2307.0,3000.0,2850.0,23.36,0.04
2024-10-19,1304.0,2314.0,3700.0,3400.0,23.92,0.89
2024-10-20,1304.0,2557.0,3450.0,3300.0,24.21,0.6
2024-10-21,1305.0,2800.0,3200.0,3200.0,24.55,0.18
2024-10-22,1306.0,2200.0,3510.0,3510.0,24.11,0.04
2024-10-23,1307.0,3350.0,3850.0,3500.0,23.59,0.0
2024-10-24,1308.0,2338.0,3850.0,3600.0,22.39,0.0
2024-10-25,1309.0,2380.0,3500.0,3500.0,22.51,0.0
2024-10-26,1310.0,1997.0,3600.0,3600.0,22.77,0.0
2024-10-27,1310.0,2186.0,2988.0,2988.0,21.86,0.0
2024-10-28,1311.0,2375.0,2375.0,2375.0,22.26,0.0
2024-10-29,1312.0,1760.0,2610.0,2610.0,23.55,0.0
2024-10-30,1313.0,1587.0,1587.0,1587.0,24.59,0.0
2024-10-31,1314.0,1460.0,1460.0,1460.0,24.7,0.0
2024-11-01,1315.0,1950.0,1950.0,1950.0,25.28,0.0
2024-11-02,1316.0,558.0,973.0,973.0,24.17,0.0
2024-11-03,1316.0,918.0,1195.0,1195.0,24.01,0.0
2024-11-04,1316.0,1278.0,1416.0,1416.0,22.87,0.0
2024-11-05,1317.0,1638.0,1638.0,1638.0,21.06,0.0
2024-11-06,1317.0,2032.0,2923.0,2923.0,20.55,0.0
2024-11-07,1318.0,2425.0,4208.0,4208.0,21.09,0.0
2024-11-08,1318.0,2385.0,3811.0,3811.0,21.47,0.0
2024-11-09,1318.0,2345.0,3415.0,3415.0,21.08,0.0
2024-11-10,1318.0,2305.0,3018.0,3018.0,20.7,0.0
2024-11-11,1318.0,2265.0,2622.0,2622.0,20.56,0.0
2024-11-12,1319.0,2225.0,2225.0,2225.0,20.39,0.0
2024-11-13,1319.0,2183.0,2183.0,2183.0,19.93,0.0
2024-11-14,1319.0,2141.0,2141.0,2141.0,19.1,0.0
2024-11-15,1319.0,2098.0,2098.0,2098.0,19.04,0.0
2024-11-16,1319.0,2056.0,2056.0,2056.0,19.71,0.0
2024-11-17,1319.0,2014.0,2014.0,2014.0,19.83,0.0
2024-11-18,1319.0,1972.0,1972.0,1972.0,19.18,0.0
2024-11-19,1319.0,1930.0,1930.0,1930.0,18.15,0.0
2024-11-20,1319.0,1887.0,1887.0,1887.0,16.94,0.0
2024-11-21,1319.0,1845.0,1845.0,1845.0,16.03,0.0
2024-11-22,1320.0,1803.0,1803.0,1803.0,15.46,0.0
2024-11-23,1321.0,2000.0,2000.0,2000.0,15.95,0.0
2024-11-24,1321.0,2083.0,2083.0,2083.0,16.49,0.0
2024-11-25,1321.0,2167.0,2167.0,2167.0,17.52,0.0
2024-11-26,1322.0,2250.0,2250.0,2250.0,18.25,0.0
2024-11-27,1322.0,2234.0,2236.0,2236.0,18.01,0.0
2024-11-28,1322.0,2219.0,2222.0,2222.0,16.39,0.0
2024-11-29,1322.0,2203.0,2208.0,2208.0,15.04,0.0
2024-11-30,1322.0,2188.0,2193.0,2193.0,14.98,0.0
2024-12-01,1322.0,2172.0,2179.0,2179.0,15.5,0.0
2024-12-02,1322.0,2157.0,2165.0,2165.0,15.92,0.0
2024-12-03,1322.0,2141.0,2151.0,2151.0,17.98,0.0
2024-12-04,1322.0,2125.0,2137.0,2137.0,18.65,0.0
2024-12-05,1322.0,2110.0,2123.0,2123.0,19.0,0.0
2024-12-06,1322.0,2094.0,2108.0,2108.0,18.95,0.0
2024-12-07,1322.0,2079.0,2094.0,2094.0,19.93,0.0
2024-12-08,1322.0,2063.0,2080.0,2080.0,18.63,0.0
2024-12-09,1322.0,2048.0,2066.0,2066.0,13.71,0.0
2024-12-10,1322.0,2032.0,2052.0,2052.0,12.72,0.0
2024-12-11,1322.0,2017.0,2038.0,2038.0,13.0,0.0
2024-12-12,1322.0,2001.0,2024.0,2024.0,12.86,0.0
2024-12-13,1322.0,1985.0,2009.0,2009.0,12.51,0.0
2024-12-14,1322.0,1970.0,1995.0,1995.0,13.35,0.0
2024-12-15,1322.0,1954.0,1981.0,1981.0,13.27,0.0
2024-12-16,1322.0,1939.0,1967.0,1967.0,13.29,0.0
2024-12-17,1322.0,1923.0,1953.0,1953.0,14.84,0.0
2024-12-18,1322.0,1908.0,1939.0,1939.0,15.17,0.0
2024-12-19,1322.0,1892.0,1925.0,1925.0,15.66,0.0
2024-12-20,1322.0,1876.0,1910.0,1910.0,15.81,0.0
2024-12-21,1322.0,1861.0,1896.0,1896.0,15.11,0.0
2024-12-22,1322.0,1845.0,1882.0,1882.0,15.12,0.0
2024-12-23,1322.0,1830.0,1868.0,1868.0,17.98,0.0
2024-12-24,1322.0,1814.0,1854.0,1854.0,18.45,0.04
2024-12-25,1322.0,1799.0,1840.0,1840.0,18.74,0.01
2024-12-26,1322.0,1783.0,1825.0,1825.0,19.59,0.0
2024-12-27,1322.0,1767.0,1811.0,1811.0,19.99,4.06
2024-12-28,1322.0,1752.0,1797.0,1797.0,19.92,24.88
