Price Date,Unnamed: 0,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),temperature_C,rainfall_mm
2022-09-25,745.0,300.0,1500.0,800.0,24.67,0.01
2022-09-26,746.0,300.0,1400.0,800.0,24.83,5.85
2022-09-27,747.0,500.0,1200.0,800.0,25.67,8.68
2022-09-28,748.0,300.0,1200.0,600.0,26.25,0.0
2022-09-29,749.0,400.0,1400.0,800.0,26.35,0.0
2022-09-30,750.0,400.0,1200.0,800.0,25.88,0.0
2022-10-01,751.0,500.0,1400.0,1000.0,25.24,0.1
2022-10-02,752.0,300.0,1200.0,600.0,24.6,0.08
2022-10-03,753.0,300.0,1000.0,600.0,24.42,0.0
2022-10-04,754.0,300.0,1000.0,600.0,24.62,0.89
2022-10-05,755.0,300.0,1200.0,600.0,24.74,32.99
2022-10-06,756.0,300.0,1000.0,600.0,24.8,35.52
2022-10-07,757.0,300.0,1000.0,600.0,24.38,10.26
2022-10-08,758.0,400.0,1200.0,800.0,24.82,1.02
2022-10-09,759.0,400.0,1000.0,700.0,25.16,0.48
2022-10-10,760.0,300.0,1200.0,600.0,24.59,33.95
2022-10-11,761.0,400.0,1200.0,600.0,24.07,14.07
2022-10-12,762.0,300.0,1200.0,600.0,23.76,0.64
2022-10-13,763.0,400.0,1200.0,800.0,21.8,0.0
2022-10-14,763.0,350.0,1350.0,800.0,20.83,0.0
2022-10-15,764.0,300.0,1500.0,800.0,21.18,0.0
2022-10-16,765.0,300.0,1400.0,800.0,20.74,0.0
2022-10-17,766.0,300.0,1200.0,800.0,21.8,0.0
2022-10-18,767.0,300.0,1400.0,800.0,21.57,0.02
2022-10-19,768.0,400.0,1200.0,700.0,19.68,0.0
2022-10-20,769.0,600.0,1400.0,1000.0,20.26,0.0
2022-10-21,770.0,500.0,1500.0,1200.0,20.27,0.0
2022-10-22,771.0,400.0,1500.0,800.0,21.4,0.0
2022-10-23,771.0,400.0,1500.0,800.0,20.84,0.0
2022-10-24,772.0,400.0,1500.0,800.0,20.49,0.0
2022-10-25,773.0,300.0,1400.0,700.0,21.5,0.0
2022-10-26,774.0,600.0,1500.0,1000.0,22.96,0.0
2022-10-27,775.0,800.0,1800.0,1200.0,23.13,0.0
2022-10-28,776.0,800.0,1800.0,1500.0,22.52,0.0
2022-10-29,777.0,500.0,1800.0,1000.0,22.26,0.0
2022-10-30,778.0,500.0,2000.0,800.0,20.13,0.0
2022-10-31,779.0,400.0,1800.0,800.0,19.23,0.0
2022-11-01,780.0,400.0,1800.0,800.0,19.43,0.0
2022-11-02,781.0,400.0,1400.0,800.0,20.95,0.0
2022-11-03,782.0,600.0,1800.0,1000.0,21.41,0.0
2022-11-04,783.0,400.0,1400.0,800.0,22.6,0.0
2022-11-05,784.0,800.0,1500.0,1000.0,23.85,0.0
2022-11-06,785.0,1000.0,1500.0,1200.0,22.89,0.0
2022-11-07,786.0,500.0,1400.0,1000.0,22.36,0.0
2022-11-08,787.0,400.0,1200.0,800.0,21.79,0.0
2022-11-09,787.0,400.0,1200.0,800.0,21.43,0.0
2022-11-10,788.0,400.0,1200.0,800.0,21.18,0.0
2022-11-11,788.0,400.0,1200.0,800.0,20.81,0.0
2022-11-12,789.0,400.0,1200.0,800.0,19.66,0.0
2022-11-13,790.0,400.0,1000.0,700.0,19.0,0.0
2022-11-14,790.0,400.0,1200.0,750.0,18.34,0.0
2022-11-15,791.0,400.0,1400.0,800.0,18.81,0.0
2022-11-16,792.0,500.0,1500.0,800.0,19.25,0.0
2022-11-17,793.0,400.0,1200.0,800.0,18.22,0.0
2022-11-18,794.0,500.0,1500.0,800.0,16.94,0.0
2022-11-19,795.0,600.0,1600.0,1000.0,15.74,0.0
2022-11-20,795.0,500.0,1500.0,900.0,15.5,0.0
2022-11-21,796.0,400.0,1400.0,800.0,15.54,0.0
2022-11-22,797.0,300.0,1100.0,600.0,16.91,0.0
2022-11-23,798.0,400.0,1200.0,800.0,17.18,0.0
2022-11-24,799.0,500.0,1500.0,1000.0,16.24,0.0
2022-11-25,800.0,400.0,1200.0,800.0,15.17,0.0
2022-11-26,801.0,400.0,1200.0,800.0,16.92,0.0
2022-11-27,802.0,300.0,1100.0,800.0,17.73,0.0
2022-11-28,803.0,300.0,1200.0,800.0,16.08,0.0
2022-11-29,804.0,200.0,1200.0,800.0,15.73,0.0
2022-11-30,805.0,300.0,1300.0,1000.0,15.6,0.0
2022-12-01,805.0,300.0,1250.0,1000.0,15.9,0.0
2022-12-02,806.0,300.0,1200.0,1000.0,16.46,0.0
2022-12-03,807.0,400.0,1500.0,1000.0,16.68,0.0
2022-12-04,808.0,500.0,1600.0,1200.0,17.18,0.0
2022-12-05,809.0,500.0,1500.0,1000.0,17.64,0.0
2022-12-06,810.0,400.0,1400.0,1000.0,16.94,0.0
2022-12-07,811.0,300.0,1200.0,800.0,15.35,0.0
2022-12-08,812.0,300.0,1200.0,800.0,14.65,0.0
2022-12-09,813.0,300.0,1200.0,800.0,14.44,0.0
2022-12-10,814.0,300.0,1500.0,1000.0,14.93,0.0
2022-12-11,815.0,300.0,1200.0,800.0,16.24,0.0
2022-12-12,816.0,100.0,800.0,400.0,18.38,0.27
2022-12-13,817.0,100.0,800.0,400.0,17.26,8.55
2022-12-14,818.0,100.0,800.0,400.0,18.11,0.0
2022-12-15,819.0,100.0,800.0,400.0,19.69,0.07
2022-12-16,820.0,100.0,800.0,400.0,19.24,0.0
2022-12-17,821.0,100.0,800.0,600.0,18.14,0.0
2022-12-18,822.0,100.0,700.0,500.0,16.32,0.0
2022-12-19,823.0,200.0,700.0,400.0,16.39,0.0
2022-12-20,824.0,100.0,700.0,400.0,17.27,0.0
2022-12-21,825.0,100.0,600.0,300.0,18.16,0.0
2022-12-22,826.0,300.0,700.0,400.0,19.78,0.0
2022-12-23,827.0,200.0,900.0,500.0,19.92,0.0
2022-12-24,828.0,200.0,900.0,500.0,17.02,0.0
2022-12-25,829.0,200.0,1000.0,500.0,15.41,0.0
2022-12-26,830.0,100.0,1000.0,400.0,16.33,0.0
2022-12-27,831.0,100.0,1000.0,500.0,16.01,0.0
2022-12-28,832.0,100.0,1000.0,400.0,15.46,0.0
2022-12-29,833.0,200.0,1200.0,500.0,16.5,0.0
2022-12-30,834.0,200.0,1200.0,600.0,17.85,0.0
2022-12-31,835.0,200.0,1200.0,600.0,16.08,0.0
2023-01-01,836.0,200.0,1200.0,500.0,14.56,0.0
2023-01-02,837.0,200.0,1400.0,600.0,13.14,0.0
2023-01-03,838.0,100.0,1300.0,600.0,12.51,0.0
2023-01-04,839.0,200.0,1300.0,600.0,11.57,0.0
2023-01-05,840.0,200.0,1400.0,500.0,11.72,0.0
2023-01-06,841.0,200.0,1400.0,700.0,12.57,0.0
2023-01-07,842.0,200.0,1400.0,700.0,11.94,0.0
2023-01-08,843.0,100.0,1300.0,700.0,12.35,0.0
2023-01-09,844.0,200.0,1400.0,800.0,14.3,0.0
2023-01-10,845.0,300.0,1400.0,800.0,15.17,0.0
2023-01-11,846.0,300.0,1500.0,800.0,16.62,0.0
2023-01-12,847.0,200.0,1500.0,800.0,17.0,0.0
2023-01-13,848.0,300.0,1500.0,800.0,17.14,0.0
2023-01-14,848.0,350.0,1650.0,900.0,13.68,0.0
2023-01-15,849.0,400.0,1800.0,1000.0,12.47,0.0
2023-01-16,850.0,500.0,1800.0,1000.0,12.84,0.0
2023-01-17,851.0,400.0,1800.0,1000.0,13.1,0.0
2023-01-18,852.0,400.0,1700.0,1000.0,12.84,0.0
2023-01-19,853.0,300.0,1800.0,1000.0,14.37,0.0
2023-01-20,854.0,200.0,1800.0,1000.0,16.94,0.0
2023-01-21,854.0,250.0,1650.0,900.0,17.58,0.0
2023-01-22,855.0,300.0,1500.0,800.0,18.35,0.0
2023-01-23,856.0,200.0,1600.0,800.0,19.35,0.0
2023-01-24,857.0,200.0,1600.0,800.0,19.62,0.0
2023-01-25,858.0,300.0,1800.0,1000.0,17.1,7.36
2023-01-26,859.0,200.0,1600.0,800.0,16.16,6.07
2023-01-27,860.0,200.0,1400.0,800.0,16.76,0.05
2023-01-28,861.0,200.0,1400.0,800.0,18.35,0.0
2023-01-29,862.0,300.0,1500.0,800.0,19.69,0.0
2023-01-30,863.0,300.0,1600.0,1000.0,20.38,0.0
2023-01-31,864.0,400.0,1800.0,1000.0,17.58,0.0
2023-02-01,865.0,300.0,1600.0,800.0,15.14,0.0
2023-02-02,866.0,200.0,1500.0,800.0,15.31,0.0
2023-02-03,867.0,200.0,1400.0,800.0,16.7,0.0
2023-02-04,868.0,300.0,1600.0,800.0,17.82,0.0
2023-02-05,869.0,200.0,1500.0,800.0,19.94,0.0
2023-02-06,870.0,600.0,1400.0,800.0,19.93,0.0
2023-02-07,871.0,200.0,1500.0,800.0,18.04,0.0
2023-02-08,872.0,300.0,1500.0,800.0,18.23,0.0
2023-02-09,873.0,300.0,1400.0,800.0,19.7,0.0
2023-02-10,874.0,200.0,1400.0,700.0,20.84,0.0
2023-02-11,875.0,300.0,1200.0,600.0,20.04,0.0
2023-02-12,876.0,200.0,1400.0,700.0,18.83,0.0
2023-02-13,877.0,200.0,1400.0,700.0,16.98,0.0
2023-02-14,878.0,300.0,1500.0,800.0,19.36,0.0
2023-02-15,879.0,300.0,1500.0,800.0,21.03,0.0
2023-02-16,880.0,200.0,1500.0,800.0,22.03,0.0
2023-02-17,881.0,200.0,1500.0,800.0,21.31,0.0
2023-02-18,882.0,200.0,1500.0,800.0,20.99,0.0
2023-02-19,883.0,300.0,1400.0,800.0,22.73,0.0
2023-02-20,884.0,200.0,1300.0,700.0,24.01,0.0
2023-02-21,885.0,300.0,1400.0,800.0,23.48,0.0
2023-02-22,886.0,200.0,1300.0,700.0,23.4,0.0
2023-02-23,887.0,300.0,1300.0,800.0,23.6,0.0
2023-02-24,888.0,300.0,1300.0,700.0,24.11,0.0
2023-02-25,889.0,300.0,1200.0,600.0,23.89,0.0
2023-02-26,890.0,300.0,1200.0,700.0,22.94,0.0
2023-02-27,891.0,200.0,1200.0,600.0,23.65,0.0
2023-02-28,892.0,200.0,1200.0,600.0,24.97,0.0
2023-03-01,893.0,300.0,1600.0,800.0,25.09,0.0
2023-03-02,894.0,200.0,1200.0,800.0,25.24,0.0
2023-03-03,895.0,200.0,1200.0,700.0,25.99,0.0
2023-03-04,896.0,200.0,1300.0,800.0,26.07,0.0
2023-03-05,897.0,200.0,1200.0,700.0,25.73,0.61
2023-03-06,898.0,300.0,1300.0,800.0,25.85,0.22
2023-03-07,899.0,300.0,1400.0,800.0,23.36,3.71
2023-03-08,900.0,300.0,1300.0,700.0,24.4,0.04
2023-03-09,901.0,300.0,1200.0,800.0,23.17,0.5
2023-03-10,902.0,200.0,1200.0,600.0,22.98,0.0
2023-03-11,903.0,300.0,1400.0,700.0,24.15,0.0
2023-03-12,904.0,200.0,1200.0,600.0,25.43,0.0
2023-03-13,905.0,200.0,1200.0,600.0,25.7,0.0
2023-03-14,906.0,200.0,1200.0,600.0,26.82,0.0
2023-03-15,907.0,200.0,1000.0,600.0,27.33,0.18
2023-03-16,908.0,200.0,1000.0,700.0,26.0,1.39
2023-03-17,909.0,200.0,1000.0,600.0,25.78,1.33
2023-03-18,910.0,300.0,1000.0,600.0,23.27,3.54
2023-03-19,911.0,300.0,1000.0,700.0,22.75,1.8
2023-03-20,912.0,400.0,1000.0,700.0,22.82,8.61
2023-03-21,913.0,300.0,1000.0,600.0,23.19,0.01
2023-03-22,914.0,200.0,1000.0,700.0,23.26,0.19
2023-03-23,915.0,200.0,1000.0,700.0,24.09,0.02
2023-03-24,915.0,200.0,1000.0,700.0,26.09,0.0
2023-03-25,916.0,200.0,1000.0,700.0,25.42,0.0
2023-03-26,917.0,300.0,1000.0,600.0,25.1,0.0
2023-03-27,918.0,300.0,1000.0,700.0,25.89,0.0
2023-03-28,919.0,300.0,1000.0,700.0,27.32,0.0
2023-03-29,920.0,200.0,1000.0,600.0,28.18,0.0
2023-03-30,921.0,300.0,1000.0,700.0,28.43,0.03
2023-03-31,922.0,200.0,1000.0,700.0,26.39,1.89
2023-04-01,922.0,250.0,1000.0,700.0,25.15,0.0
2023-04-02,923.0,300.0,1000.0,700.0,27.24,0.0
2023-04-03,924.0,300.0,1000.0,700.0,27.86,0.0
2023-04-04,925.0,300.0,1000.0,700.0,28.26,0.03
2023-04-05,926.0,200.0,1000.0,600.0,27.97,0.02
2023-04-06,927.0,300.0,1000.0,700.0,28.41,0.0
2023-04-07,928.0,200.0,1000.0,600.0,29.2,0.0
2023-04-08,929.0,300.0,1000.0,700.0,26.91,4.86
2023-04-09,930.0,200.0,1000.0,600.0,28.46,0.67
2023-04-10,931.0,300.0,1000.0,700.0,29.56,2.05
2023-04-11,932.0,200.0,1000.0,600.0,31.0,0.0
2023-04-12,933.0,200.0,1000.0,700.0,31.39,0.0
2023-04-13,934.0,300.0,1000.0,800.0,30.69,0.0
2023-04-14,935.0,200.0,1000.0,600.0,29.89,0.0
2023-04-15,936.0,300.0,1000.0,700.0,31.05,0.0
2023-04-16,937.0,200.0,1000.0,600.0,31.25,0.0
2023-04-17,938.0,200.0,1000.0,600.0,31.33,0.0
2023-04-18,939.0,200.0,1000.0,700.0,32.07,0.0
2023-04-19,940.0,200.0,1000.0,700.0,32.48,0.44
2023-04-20,940.0,200.0,1000.0,700.0,31.39,0.2
2023-04-21,941.0,200.0,1000.0,700.0,30.03,3.47
2023-04-22,941.0,250.0,1000.0,700.0,29.62,0.0
2023-04-23,942.0,300.0,1000.0,700.0,29.7,0.21
2023-04-24,943.0,300.0,1000.0,700.0,28.76,0.0
2023-04-25,944.0,300.0,1200.0,800.0,29.25,0.0
2023-04-26,945.0,300.0,1000.0,700.0,27.89,5.3
2023-04-27,946.0,300.0,1000.0,700.0,28.83,0.34
2023-04-28,947.0,200.0,1000.0,600.0,27.56,1.77
2023-04-29,948.0,200.0,1000.0,600.0,24.66,7.28
2023-04-30,949.0,200.0,1000.0,600.0,25.1,15.74
2023-05-01,950.0,200.0,1000.0,600.0,24.6,6.88
2023-05-02,951.0,300.0,1000.0,700.0,26.33,0.33
2023-05-03,952.0,300.0,1000.0,600.0,27.01,9.23
2023-05-04,953.0,400.0,1000.0,800.0,27.74,2.88
2023-05-05,954.0,400.0,1200.0,800.0,28.43,0.04
2023-05-06,955.0,300.0,1000.0,800.0,30.35,0.01
2023-05-07,956.0,200.0,1000.0,700.0,31.29,0.01
2023-05-08,957.0,200.0,1000.0,700.0,31.9,0.04
2023-05-09,958.0,200.0,1000.0,700.0,30.86,0.0
2023-05-10,959.0,300.0,1200.0,800.0,30.09,0.0
2023-05-11,960.0,200.0,1000.0,600.0,31.93,0.0
2023-05-12,961.0,600.0,1200.0,1000.0,32.2,0.0
2023-05-13,961.0,500.0,1200.0,1000.0,32.96,0.0
2023-05-14,962.0,400.0,1200.0,1000.0,34.27,0.0
2023-05-15,962.0,300.0,1000.0,800.0,33.53,0.03
2023-05-16,963.0,200.0,800.0,600.0,33.94,4.14
2023-05-17,964.0,300.0,600.0,500.0,33.75,0.31
2023-05-18,965.0,300.0,800.0,600.0,33.21,2.84
2023-05-19,965.0,300.0,800.0,550.0,33.55,0.0
2023-05-20,966.0,300.0,800.0,500.0,34.33,0.0
2023-05-21,967.0,300.0,800.0,600.0,35.44,0.01
2023-05-22,968.0,300.0,1000.0,800.0,34.88,3.55
2023-05-23,969.0,300.0,1000.0,700.0,34.65,0.02
2023-05-24,970.0,300.0,1000.0,700.0,33.61,0.0
2023-05-25,971.0,300.0,1000.0,700.0,33.21,0.51
2023-05-26,972.0,300.0,1000.0,700.0,32.78,0.73
2023-05-27,973.0,300.0,1000.0,700.0,33.29,0.51
2023-05-28,974.0,300.0,1000.0,700.0,32.21,3.91
2023-05-29,975.0,300.0,800.0,600.0,30.7,4.02
2023-05-30,976.0,300.0,800.0,600.0,31.47,0.09
2023-05-31,977.0,300.0,1000.0,700.0,31.81,0.0
2023-06-01,978.0,300.0,1000.0,700.0,32.54,0.0
2023-06-02,979.0,300.0,1000.0,700.0,33.24,0.77
2023-06-03,980.0,300.0,1000.0,700.0,33.18,2.21
2023-06-04,981.0,300.0,1000.0,700.0,33.52,0.0
2023-06-05,982.0,300.0,1000.0,700.0,33.29,0.0
2023-06-06,983.0,300.0,1000.0,700.0,34.13,0.09
2023-06-07,984.0,300.0,1000.0,700.0,34.34,1.22
2023-06-08,985.0,300.0,1000.0,700.0,35.35,0.01
2023-06-09,986.0,300.0,1000.0,700.0,35.69,0.01
2023-06-10,987.0,300.0,1000.0,700.0,34.92,0.0
2023-06-11,988.0,300.0,1000.0,700.0,35.05,0.0
2023-06-12,989.0,300.0,1000.0,700.0,35.91,0.0
2023-06-13,990.0,300.0,1000.0,700.0,35.62,1.71
2023-06-14,991.0,300.0,1000.0,700.0,34.79,0.74
2023-06-15,992.0,300.0,1000.0,700.0,34.25,0.0
2023-06-16,993.0,300.0,1000.0,700.0,34.21,0.0
2023-06-17,994.0,500.0,1000.0,700.0,33.12,0.0
2023-06-18,995.0,300.0,1000.0,700.0,32.18,0.29
2023-06-19,996.0,300.0,1000.0,700.0,31.91,1.01
2023-06-20,997.0,300.0,1000.0,600.0,31.56,7.97
2023-06-21,998.0,300.0,1000.0,700.0,30.31,3.33
2023-06-22,999.0,300.0,1000.0,700.0,27.33,1.25
2023-06-23,1000.0,400.0,1000.0,800.0,25.5,23.0
2023-06-24,1001.0,400.0,1000.0,800.0,28.7,1.2
2023-06-25,1002.0,400.0,1000.0,700.0,29.53,10.24
2023-06-26,1003.0,400.0,1000.0,700.0,27.38,47.4
2023-06-27,1004.0,300.0,1200.0,800.0,25.98,37.01
2023-06-28,1005.0,400.0,1200.0,800.0,26.39,10.67
2023-06-29,1006.0,300.0,1000.0,700.0,26.73,16.85
2023-06-30,1007.0,400.0,1200.0,800.0,25.79,8.93
2023-07-01,1008.0,300.0,1200.0,700.0,26.35,9.57
2023-07-02,1009.0,300.0,1000.0,700.0,27.92,4.65
2023-07-03,1010.0,300.0,1000.0,700.0,28.38,0.27
2023-07-04,1011.0,300.0,1000.0,800.0,30.04,1.29
2023-07-05,1012.0,500.0,1500.0,1000.0,28.09,7.77
2023-07-06,1013.0,400.0,1200.0,800.0,27.4,17.14
2023-07-07,1014.0,500.0,1200.0,800.0,27.54,14.78
2023-07-08,1015.0,400.0,1000.0,800.0,26.78,13.28
2023-07-09,1016.0,400.0,1200.0,800.0,27.24,1.03
2023-07-10,1017.0,400.0,1200.0,800.0,27.33,5.21
2023-07-11,1018.0,400.0,1200.0,800.0,26.84,9.15
2023-07-12,1019.0,400.0,1200.0,800.0,27.68,7.16
2023-07-13,1019.0,400.0,1200.0,800.0,28.07,18.23
2023-07-14,1020.0,400.0,1200.0,800.0,26.9,16.22
2023-07-15,1021.0,500.0,1200.0,800.0,26.09,29.03
2023-07-16,1022.0,400.0,1200.0,800.0,26.41,25.15
2023-07-17,1023.0,500.0,1200.0,800.0,26.75,31.78
2023-07-18,1024.0,400.0,1200.0,800.0,27.38,19.92
2023-07-19,1025.0,400.0,1200.0,800.0,28.19,9.9
2023-07-20,1026.0,400.0,1200.0,800.0,28.79,7.48
2023-07-21,1027.0,400.0,1200.0,800.0,28.68,6.05
2023-07-22,1028.0,500.0,1200.0,800.0,27.77,15.35
2023-07-23,1029.0,400.0,1200.0,800.0,28.11,4.65
2023-07-24,1029.0,450.0,1200.0,800.0,27.87,9.26
2023-07-25,1030.0,500.0,1200.0,800.0,26.46,1.99
2023-07-26,1031.0,500.0,1200.0,800.0,27.0,15.03
2023-07-27,1032.0,500.0,1200.0,800.0,28.35,3.5
2023-07-28,1033.0,400.0,1200.0,800.0,27.77,12.76
2023-07-29,1033.0,400.0,1100.0,800.0,26.11,3.5
2023-07-30,1034.0,400.0,1000.0,800.0,26.4,3.32
2023-07-31,1035.0,400.0,1200.0,800.0,27.12,2.37
2023-08-01,1036.0,400.0,1200.0,800.0,27.29,1.74
2023-08-02,1037.0,400.0,1200.0,800.0,26.37,7.93
2023-08-03,1038.0,400.0,1200.0,800.0,24.47,57.04
2023-08-04,1039.0,400.0,1200.0,800.0,24.51,18.35
2023-08-05,1039.0,400.0,1200.0,800.0,25.54,6.35
2023-08-06,1040.0,400.0,1200.0,800.0,25.09,2.08
2023-08-07,1041.0,400.0,1200.0,800.0,25.59,0.87
2023-08-08,1042.0,400.0,1200.0,800.0,24.64,0.02
2023-08-09,1043.0,400.0,1200.0,800.0,25.72,0.0
2023-08-10,1044.0,400.0,1200.0,800.0,26.03,0.0
2023-08-11,1044.0,400.0,1200.0,800.0,26.14,0.04
2023-08-12,1045.0,400.0,1200.0,800.0,25.93,0.06
2023-08-13,1046.0,400.0,1200.0,800.0,25.67,1.93
2023-08-14,1047.0,400.0,1200.0,800.0,25.27,2.62
2023-08-15,1048.0,400.0,1200.0,800.0,25.43,2.77
2023-08-16,1049.0,400.0,1200.0,800.0,26.01,0.35
2023-08-17,1050.0,400.0,1200.0,800.0,26.12,8.75
2023-08-18,1051.0,400.0,1200.0,800.0,25.27,44.73
2023-08-19,1052.0,400.0,1200.0,800.0,26.23,28.09
2023-08-20,1053.0,400.0,1200.0,800.0,27.71,11.07
2023-08-21,1054.0,400.0,1200.0,800.0,27.13,0.31
2023-08-22,1055.0,400.0,1200.0,800.0,25.82,1.61
2023-08-23,1056.0,400.0,1200.0,800.0,25.43,0.46
2023-08-24,1057.0,400.0,1200.0,800.0,25.0,0.16
2023-08-25,1058.0,400.0,1200.0,800.0,25.54,0.14
2023-08-26,1059.0,400.0,1200.0,800.0,25.65,0.01
2023-08-27,1060.0,400.0,1200.0,800.0,25.46,1.32
2023-08-28,1060.0,400.0,1200.0,800.0,24.83,0.36
2023-08-29,1061.0,400.0,1200.0,800.0,25.26,0.0
2023-08-30,1062.0,500.0,1800.0,1000.0,25.87,0.0
2023-08-31,1063.0,400.0,1200.0,800.0,26.43,5.4
2023-09-01,1064.0,400.0,1500.0,800.0,27.07,1.41
2023-09-02,1065.0,400.0,1500.0,800.0,27.32,0.0
2023-09-03,1066.0,500.0,1500.0,1000.0,27.02,0.0
2023-09-04,1067.0,500.0,1500.0,1000.0,26.8,0.01
2023-09-05,1068.0,500.0,1500.0,1000.0,26.68,10.26
2023-09-06,1069.0,500.0,2000.0,1000.0,26.04,12.98
2023-09-07,1070.0,500.0,1500.0,1000.0,26.19,9.91
2023-09-08,1071.0,500.0,1500.0,1000.0,26.18,15.1
2023-09-09,1072.0,500.0,1500.0,1000.0,25.96,36.13
2023-09-10,1073.0,500.0,1800.0,1000.0,26.08,23.5
2023-09-11,1074.0,500.0,1500.0,1000.0,25.55,2.18
2023-09-12,1075.0,500.0,1500.0,800.0,25.1,7.1
2023-09-13,1076.0,400.0,1500.0,800.0,25.01,2.52
2023-09-14,1077.0,300.0,1500.0,800.0,25.61,10.91
2023-09-15,1078.0,400.0,1600.0,800.0,25.81,39.58
2023-09-16,1078.0,400.0,1550.0,800.0,25.44,42.39
2023-09-17,1079.0,400.0,1500.0,800.0,23.67,2.85
2023-09-18,1080.0,300.0,1500.0,800.0,24.37,0.06
2023-09-19,1081.0,400.0,1500.0,800.0,25.81,0.01
2023-09-20,1082.0,300.0,1500.0,800.0,26.45,1.42
2023-09-21,1083.0,400.0,1500.0,1000.0,26.45,13.45
2023-09-22,1084.0,300.0,1500.0,700.0,26.84,5.15
2023-09-23,1085.0,300.0,1600.0,800.0,26.02,5.02
2023-09-24,1086.0,400.0,1800.0,1000.0,26.33,2.59
2023-09-25,1087.0,300.0,1500.0,800.0,26.63,2.03
2023-09-26,1088.0,300.0,1500.0,800.0,26.39,0.12
2023-09-27,1088.0,300.0,1500.0,750.0,25.96,0.0
2023-09-28,1089.0,300.0,1500.0,700.0,26.34,0.0
2023-09-29,1090.0,600.0,1200.0,800.0,26.01,0.0
2023-09-30,1091.0,800.0,2000.0,1000.0,25.33,0.0
2023-10-01,1092.0,800.0,2000.0,1500.0,25.25,0.0
2023-10-02,1093.0,600.0,2000.0,1400.0,25.12,0.0
2023-10-03,1094.0,800.0,2000.0,1200.0,24.93,0.0
2023-10-04,1095.0,700.0,2000.0,1200.0,23.95,0.0
2023-10-05,1096.0,600.0,2000.0,1200.0,23.03,0.0
2023-10-06,1097.0,700.0,1800.0,1200.0,23.54,0.0
2023-10-07,1098.0,800.0,2000.0,1400.0,24.39,0.0
2023-10-08,1099.0,700.0,2000.0,1300.0,24.02,0.0
2023-10-09,1100.0,600.0,1800.0,1200.0,24.11,0.0
2023-10-10,1101.0,600.0,2000.0,1400.0,23.88,0.0
2023-10-11,1102.0,700.0,1800.0,1200.0,23.98,0.0
2023-10-12,1103.0,600.0,1800.0,1300.0,23.99,0.0
2023-10-13,1104.0,700.0,1800.0,1200.0,24.92,0.0
2023-10-14,1105.0,600.0,2000.0,1400.0,24.44,0.0
2023-10-15,1106.0,600.0,2000.0,1300.0,24.73,0.0
2023-10-16,1107.0,600.0,2000.0,1400.0,24.91,0.24
2023-10-17,1108.0,600.0,2000.0,1300.0,24.68,1.18
2023-10-18,1109.0,600.0,2000.0,1400.0,24.79,0.03
2023-10-19,1110.0,600.0,1800.0,1200.0,23.24,0.0
2023-10-20,1111.0,600.0,1800.0,1300.0,23.0,0.0
2023-10-21,1112.0,600.0,2000.0,1300.0,23.12,0.0
2023-10-22,1113.0,800.0,2200.0,1500.0,22.39,0.0
2023-10-23,1114.0,600.0,2000.0,1000.0,21.61,0.0
2023-10-24,1115.0,600.0,2000.0,1400.0,21.37,0.0
2023-10-25,1116.0,600.0,2500.0,1400.0,21.46,0.0
2023-10-26,1117.0,800.0,3000.0,2000.0,22.35,0.0
2023-10-27,1118.0,800.0,3000.0,2000.0,21.81,0.0
2023-10-28,1119.0,800.0,4000.0,2500.0,21.08,0.0
2023-10-29,1120.0,1000.0,4000.0,2000.0,21.27,0.0
2023-10-30,1121.0,1000.0,4000.0,2200.0,20.44,0.0
2023-10-31,1122.0,1000.0,4500.0,2500.0,21.35,0.0
2023-11-01,1123.0,1000.0,3500.0,2000.0,21.67,0.0
2023-11-02,1124.0,1000.0,3500.0,2400.0,21.72,0.0
2023-11-03,1125.0,1000.0,3500.0,2200.0,21.78,0.0
2023-11-04,1126.0,1000.0,3500.0,2000.0,21.72,0.0
2023-11-05,1127.0,1000.0,3500.0,1800.0,21.61,0.0
2023-11-06,1128.0,1200.0,3000.0,2000.0,22.36,0.0
2023-11-07,1129.0,1200.0,3000.0,2000.0,22.77,0.0
2023-11-08,1130.0,1000.0,3400.0,2500.0,22.92,0.0
2023-11-09,1131.0,1200.0,3600.0,2500.0,23.28,0.0
2023-11-10,1131.0,1150.0,3575.0,2375.0,22.6,0.0
2023-11-11,1131.0,1100.0,3550.0,2250.0,22.16,0.0
2023-11-12,1131.0,1050.0,3525.0,2125.0,19.92,0.0
2023-11-13,1132.0,1000.0,3500.0,2000.0,19.11,0.0
2023-11-14,1133.0,1000.0,3600.0,2200.0,19.45,0.0
2023-11-15,1134.0,1500.0,5000.0,2500.0,19.22,0.0
2023-11-16,1134.0,1250.0,4400.0,2150.0,18.68,0.0
2023-11-17,1135.0,1000.0,3800.0,1800.0,18.55,0.0
2023-11-18,1136.0,1000.0,3800.0,1800.0,19.42,0.0
2023-11-19,1137.0,1000.0,3800.0,1800.0,20.57,0.0
2023-11-20,1138.0,1500.0,4200.0,3000.0,21.24,0.0
2023-11-21,1139.0,1500.0,4500.0,2500.0,20.87,0.0
2023-11-22,1140.0,1200.0,4000.0,3000.0,20.14,0.0
2023-11-23,1141.0,1000.0,3400.0,2000.0,19.28,0.0
2023-11-24,1142.0,1500.0,3400.0,2000.0,19.2,0.0
